"Display Order","Product Details","ASIN","URL","Image URL","Brand","Price  ₹","Sales","Variation Sales Strength (1 - 10)","Recent Purchases","Revenue","Title Char. Count","BSR","Seller Country/Region","Fees  ₹","Active Sellers","Ratings","Review Count","Images","Review velocity","Buy Box","Category","Size Tier","Fulfillment","Dimensions","Weight","ABA Most Clicked","Creation Date","Sponsored","Best Seller","Seller Age (mo)","Seller"
1.,"YGM Acoustic Foams® Pyramid Acoustic Panels 12″×12″×2″ Thick | 38 Density Acoustic Foams for Echo Reduction & Sound Absorption | Sound Proof Foam for Room & Studio | Charcoal Black, Set of 18","B0B7GMH7KZ","https://www.amazon.in/dp/B0B7GMH7KZ?psc=1","https://m.media-amazon.com/images/I/71YVQmQ-ScL._SX679_.jpg","YGM Acoustic Foams","1,288","N/A",0,200,"N/A",191,29,"N/A","N/A",1,4.2,"2,106","N/A","N/A","YGM Acoustic Foams","Musical Instruments","N/A","FBA","N/A","N/A","N/A","N/A",,"No","N/A","YGM Acoustic Foams"
2.,"ArtzFolio Felt Bulletin Board Notice Pin Board | 1 Piece | Self-Adhesive Soundproof Wall Tiles | Acoustic Foam Panels Combo with Push Pins & Sticky Notes | Black | 12 x 12 inch (30 x 30 cms)","B0FVY9RQ5L","https://www.amazon.in/dp/B0FVY9RQ5L?psc=1","https://m.media-amazon.com/images/I/61VfMiQgXjL._SX522_.jpg","ArtzFolio",199,"N/A",0,40,"N/A",190,58,"N/A","N/A",2,3.6,30,"N/A","N/A","ETrade Online","Musical Instruments","N/A","FBA","N/A","N/A","N/A","N/A",,"No","N/A","ETrade Online"
3.,"Pyramid Soundproofing Studio Acoustic Foam 6'x3' - 2 Inches ( 1 Sheet ) Inches High Density, Soundproof Foam, Noise Reduction, Echo Absorption (Studio Charcoal, 1 Sheet/(6'x3'))","B098K29DBF","https://www.amazon.in/dp/B098K29DBF?psc=1","https://m.media-amazon.com/images/I/71nVnn0FiRL._SY355_.jpg","SOUNDFLEX",994,"N/A",0,50,"N/A",177,160,"N/A","N/A",2,4,34,"N/A","N/A","URBAN-X INDIA","Musical Instruments","N/A","FBA","N/A","N/A","N/A","N/A",,"No","N/A","URBAN-X INDIA"
4.,"YGM Acoustic Foams® Pyramid Acoustic Panels 1'×1'×1″ Thick | 50 Density Acoustical Sound Proof Foam for Room & Studio | Echo Reduction & Noise Absorption | Set of 18 (Coffee & Black)","B09RWWX5GW","https://www.amazon.in/dp/B09RWWX5GW?psc=1","https://m.media-amazon.com/images/I/81VYRVtMFpL._SY450_.jpg","YGM Acoustic Foams","1,295","N/A",0,50,"N/A",182,185,"N/A","N/A",1,4.2,364,"N/A","N/A","YGM Acoustic Foams","Musical Instruments","N/A","FBA","N/A","N/A","N/A","N/A",,"No","N/A","YGM Acoustic Foams"
5.,"URBAN-X® Pyramid Acoustic Foam Panels 12"" X 12"" X 2"", 38 Kg/m³ High Density Soundproofing Studio Foam & Echo Reduction, Sound Absorption, (Charcoal Black With Self Adhesive, Set of 12)","B0FYQFXJVV","https://www.amazon.in/dp/B0FYQFXJVV?psc=1","https://m.media-amazon.com/images/I/614TP1sM5NL._SX450_.jpg","URBAN-X",885,"N/A",0,10,"N/A",184,291,"N/A","N/A",2,4.5,6,"N/A","N/A","URBAN-X INDIA","Musical Instruments","N/A","FBA","N/A","N/A","N/A","N/A",,"No","N/A","URBAN-X INDIA"
6.,"YGM Acoustic Foams® Studio Monitor/Speaker Isolation Pads for 3"" - 5"" inch Monitors with Angle Adjuster, 50 Kg/m³ Density [Best for 3-5 inch Studio Monitors]","B07YTQGYWF","https://www.amazon.in/dp/B07YTQGYWF?psc=1","https://m.media-amazon.com/images/I/61DCH7pyrzL._SY355_.jpg","YGM Acoustic Foams","1,440","N/A",0,50,"N/A",157,480,"N/A","N/A",1,4.4,389,"N/A","N/A","YGM Acoustic Foams","Musical Instruments","N/A","FBA","N/A","N/A","N/A","N/A",,"No","N/A","YGM Acoustic Foams"
7.,"MMT Acoustix® 18Pc Pyramid Acoustic Foam, ProStudio Sound Setup, Soundproofing Noise Reduction Acoustic Panels | 1x1Ft 1” Thick, Charcoal Stone white","B0CT5HDZ52","https://www.amazon.in/dp/B0CT5HDZ52?psc=1","https://m.media-amazon.com/images/I/61xJToHeHdL._SY450_.jpg","MMT ACOUSTIX","1,495","N/A",0,20,"N/A",149,525,"N/A","N/A",1,4,517,"N/A","N/A","MMT Private Limited","Musical Instruments","N/A","FBA","N/A","N/A","N/A","N/A",,"No","N/A","MMT Private Limited"
8.,"YGM Acoustic Foams® 6x3 Sheet Pyramid 38 Density Soundproofing Padding absorbption Studio Sound Acoustic Foam | Control Echo & Reverb - 2 Inches (Single)","B08F3WK6DX","https://www.amazon.in/dp/B08F3WK6DX?psc=1","https://m.media-amazon.com/images/I/51Y-+KI9htL._SY450_.jpg","YGM Acoustic Foams",995,"N/A",0,30,"N/A",153,549,"N/A","N/A",2,3.9,56,"N/A","N/A","YGM Acoustic Foams","Musical Instruments","N/A","FBA","N/A","N/A","N/A","N/A",,"No","N/A","YGM Acoustic Foams"
9.,"Turbo® Foam Tech SR Adhesive for Mounting Acoustic Panels | Strong Hold, Easy Spread, Quick Dry, Multi-Purpose Glue | Purple, 400 ML Can","B0D9H8P93F","https://www.amazon.in/dp/B0D9H8P93F?psc=1","https://m.media-amazon.com/images/I/61pu00txQPL._SX425_.jpg","MMT ACOUSTIX",495,"N/A",0,100,"N/A",136,557,"N/A","N/A",1,4.1,105,"N/A","N/A","MMT Private Limited","Musical Instruments","N/A","FBA","N/A","N/A","N/A","N/A",,"No","N/A","MMT Private Limited"
10.,"URBAN-X® Pyramid Acoustic Foam Soundproofing Studio 1'x1' ft. - 2 Inches 50D High Density, Soundproof Foam, Noise Reduction Panels, Echo Absorption (Stone White, Set of 18 (Self Adhesive))","B0FJ66R8C5","https://www.amazon.in/dp/B0FJ66R8C5?psc=1","https://m.media-amazon.com/images/I/71dA7OKw08L._SX425_.jpg","URBAN-X","2,169","N/A",0,10,"N/A",188,569,"N/A","N/A",1,3.9,42,"N/A","N/A","URBAN-X INDIA","Musical Instruments","N/A","FBA","N/A","N/A","N/A","N/A",,"No","N/A","URBAN-X INDIA"
